,neighbourhood_group,room_type,price,Popularity,Reviews,required_nights
20780,Bronx,Shared room,26,Very Affordable,Less than 50 reviews,Short term rent is available
20781,Brooklyn,Private room,110,Very Popular,Less than 10 reviews,Short term rent is available
20782,Brooklyn,Entire home/apt,149,Very Popular,Less than 10 reviews,Short term rent is available
20783,Brooklyn,Entire home/apt,130,Normal,Less than 50 reviews,Short term rent is available
20784,Queens,Private room,75,Very Popular,Less than 10 reviews,Short term rent is available
20785,Manhattan,Entire home/apt,350,Very Popular,Less than 10 reviews,Short term rent is available
20786,Brooklyn,Private room,62,Very Popular,Less than 10 reviews,Short term rent is available
20787,Manhattan,Entire home/apt,110,Very Popular,Less than 10 reviews,Short term rent is available
20788,Manhattan,Private room,80,Very Popular,Less than 10 reviews,Short term rent is available
20789,Manhattan,Private room,120,Very Popular,Less than 50 reviews,Short term rent is available
20790,Brooklyn,Private room,57,Very Popular,Less than 10 reviews,Short term rent is available
20791,Manhattan,Entire home/apt,239,Very Popular,Less than 50 reviews,Short term rent is available
20792,Queens,Private room,84,Very Affordable,Less than 150 reviews,Short term rent is available
20793,Manhattan,Private room,44,Affordable,Less than 10 reviews,At least more than a month should be reserved
20794,Manhattan,Private room,100,Popular,Less than 150 reviews,Short term rent is available
20795,Manhattan,Entire home/apt,500,Very Affordable,Less than 50 reviews,Short term rent is available
20796,Manhattan,Private room,46,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
20797,Queens,Entire home/apt,140,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
20798,Manhattan,Private room,41,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
20799,Brooklyn,Private room,35,Very Affordable,Less than 10 reviews,Short term rent is available
20800,Brooklyn,Entire home/apt,114,Normal,Less than 150 reviews,Short term rent is available
20801,Queens,Private room,57,Very Popular,Less than 150 reviews,Short term rent is available
20802,Brooklyn,Private room,40,Affordable,Less than 50 reviews,Short term rent is available
20803,Brooklyn,Private room,60,Popular,Less than 150 reviews,Short term rent is available
20804,Manhattan,Entire home/apt,137,Very Affordable,Less than 50 reviews,At least a week should be reserved
20805,Manhattan,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
20806,Brooklyn,Private room,80,Very Popular,Less than 10 reviews,Short term rent is available
20807,Brooklyn,Private room,33,Popular,Less than 10 reviews,At least a week should be reserved
20808,Brooklyn,Private room,50,Very Popular,Less than 50 reviews,Short term rent is available
20809,Brooklyn,Private room,55,Very Popular,Less than 50 reviews,Short term rent is available
20810,Queens,Entire home/apt,39,Very Popular,Less than 10 reviews,Short term rent is available
20811,Queens,Private room,150,Very Popular,Less than 10 reviews,Short term rent is available
20812,Manhattan,Entire home/apt,197,Very Popular,Less than 50 reviews,Short term rent is available
20813,Bronx,Private room,65,Very Affordable,Less than 150 reviews,Short term rent is available
20814,Brooklyn,Private room,50,Very Affordable,Less than 50 reviews,Short term rent is available
20815,Brooklyn,Entire home/apt,130,Very Popular,Less than 10 reviews,Short term rent is available
20816,Brooklyn,Entire home/apt,200,Normal,Less than 50 reviews,Short term rent is available
20817,Manhattan,Private room,45,Very Popular,Less than 10 reviews,Short term rent is available
20818,Brooklyn,Private room,66,Very Popular,Less than 10 reviews,Short term rent is available
20819,Brooklyn,Private room,60,Very Affordable,Less than 50 reviews,Short term rent is available
20820,Brooklyn,Entire home/apt,399,Popular,Less than 10 reviews,Short term rent is available
20821,Manhattan,Private room,75,Very Popular,Less than 10 reviews,Short term rent is available
20822,Manhattan,Entire home/apt,279,Affordable,Less than 150 reviews,Short term rent is available
20823,Manhattan,Private room,51,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
20824,Manhattan,Private room,130,Very Affordable,Less than 10 reviews,Short term rent is available
20825,Brooklyn,Private room,47,Popular,Less than 50 reviews,Short term rent is available
20826,Brooklyn,Private room,85,Very Popular,Less than 50 reviews,Short term rent is available
20827,Manhattan,Private room,99,Very Affordable,Less than 150 reviews,Short term rent is available
20828,Brooklyn,Private room,60,Very Popular,Less than 10 reviews,Short term rent is available
20829,Bronx,Private room,29,Normal,Less than 150 reviews,Short term rent is available
20830,Manhattan,Entire home/apt,170,Very Popular,Less than 10 reviews,At least a week should be reserved
20831,Brooklyn,Private room,45,Very Popular,Less than 10 reviews,Short term rent is available
20832,Manhattan,Private room,70,Normal,Less than 10 reviews,Short term rent is available
20833,Manhattan,Entire home/apt,198,Very Popular,Less than 10 reviews,At least a week should be reserved
20834,Brooklyn,Private room,87,Very Popular,Less than 10 reviews,Short term rent is available
20835,Manhattan,Entire home/apt,250,Very Popular,Less than 50 reviews,Short term rent is available
20836,Brooklyn,Entire home/apt,152,Normal,Less than 150 reviews,Short term rent is available
20837,Manhattan,Entire home/apt,1795,Normal,Less than 50 reviews,Short term rent is available
20838,Manhattan,Entire home/apt,210,Very Popular,Less than 10 reviews,Short term rent is available
20839,Brooklyn,Entire home/apt,135,Very Affordable,Less than 150 reviews,Short term rent is available
20840,Brooklyn,Entire home/apt,69,Very Popular,Less than 50 reviews,Short term rent is available
20841,Brooklyn,Private room,55,Popular,Less than 150 reviews,Short term rent is available
20842,Manhattan,Entire home/apt,90,Very Popular,Less than 10 reviews,At least more than 2 weeks should be reserved
20843,Brooklyn,Private room,45,Popular,Less than 50 reviews,Short term rent is available
20844,Brooklyn,Entire home/apt,80,Very Popular,Less than 10 reviews,Short term rent is available
20845,Queens,Shared room,37,Very Affordable,Less than 50 reviews,Short term rent is available
20846,Queens,Entire home/apt,275,Very Affordable,Less than 50 reviews,Short term rent is available
20847,Brooklyn,Entire home/apt,150,Normal,Less than 50 reviews,Short term rent is available
20848,Brooklyn,Entire home/apt,200,Very Affordable,Less than 50 reviews,Short term rent is available
20849,Manhattan,Entire home/apt,230,Very Popular,Less than 10 reviews,Short term rent is available
20850,Brooklyn,Entire home/apt,149,Very Popular,Less than 10 reviews,Short term rent is available
20851,Manhattan,Entire home/apt,690,Very Popular,Less than 10 reviews,Short term rent is available
20852,Manhattan,Private room,53,Very Popular,Less than 10 reviews,At least a week should be reserved
20853,Brooklyn,Private room,70,Very Popular,Less than 50 reviews,Short term rent is available
20854,Manhattan,Entire home/apt,275,Very Popular,Less than 50 reviews,Short term rent is available
20855,Queens,Private room,56,Very Popular,Less than 50 reviews,Short term rent is available
20856,Queens,Entire home/apt,268,Affordable,Less than 10 reviews,Short term rent is available
20857,Brooklyn,Private room,75,Very Popular,Less than 10 reviews,At least a week should be reserved
20858,Manhattan,Private room,82,Very Popular,Less than 10 reviews,At least more than 2 weeks should be reserved
20859,Brooklyn,Private room,65,Very Popular,Less than 50 reviews,Short term rent is available
20860,Brooklyn,Entire home/apt,71,Very Popular,Less than 50 reviews,At least a week should be reserved
20861,Brooklyn,Private room,89,Very Affordable,Less than 10 reviews,Short term rent is available
20862,Staten Island,Private room,59,Very Affordable,Less than 50 reviews,Short term rent is available
20863,Brooklyn,Private room,50,Very Popular,Less than 10 reviews,Short term rent is available
20864,Brooklyn,Entire home/apt,100,Very Popular,Less than 10 reviews,Short term rent is available
20865,Manhattan,Private room,55,Very Popular,Less than 10 reviews,Short term rent is available
20866,Queens,Entire home/apt,69,Very Popular,Less than 150 reviews,Short term rent is available
20867,Manhattan,Private room,35,Very Popular,Less than 10 reviews,Short term rent is available
20868,Manhattan,Private room,108,Very Popular,Less than 10 reviews,Short term rent is available
20869,Brooklyn,Entire home/apt,100,Very Popular,Less than 10 reviews,Short term rent is available
20870,Brooklyn,Private room,75,Very Affordable,Less than 50 reviews,Short term rent is available
20871,Manhattan,Entire home/apt,99,Very Popular,Less than 50 reviews,Short term rent is available
20872,Brooklyn,Entire home/apt,158,Very Popular,Less than 150 reviews,Short term rent is available
20873,Brooklyn,Private room,50,Very Popular,Less than 10 reviews,Short term rent is available
20874,Manhattan,Entire home/apt,250,Very Popular,Less than 10 reviews,Short term rent is available
20875,Manhattan,Entire home/apt,299,Normal,Less than 150 reviews,Short term rent is available
20876,Manhattan,Private room,65,Very Popular,Less than 10 reviews,Short term rent is available
20877,Brooklyn,Entire home/apt,90,Very Popular,Less than 10 reviews,Short term rent is available
20878,Brooklyn,Private room,120,Very Popular,Less than 150 reviews,Short term rent is available
20879,Brooklyn,Entire home/apt,150,Very Popular,Less than 50 reviews,Short term rent is available
20880,Queens,Private room,61,Very Popular,Less than 10 reviews,Short term rent is available
20881,Manhattan,Private room,175,Very Popular,Less than 150 reviews,Short term rent is available
20882,Brooklyn,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
20883,Queens,Private room,80,Affordable,Less than 50 reviews,Short term rent is available
20884,Brooklyn,Entire home/apt,100,Popular,Less than 50 reviews,At least a week should be reserved
20885,Staten Island,Entire home/apt,75,Affordable,Less than 10 reviews,Short term rent is available
20886,Manhattan,Private room,500,Very Popular,Less than 10 reviews,Short term rent is available
20887,Queens,Entire home/apt,115,Very Popular,Less than 10 reviews,At least a week should be reserved
20888,Manhattan,Private room,150,Very Popular,Less than 10 reviews,Short term rent is available
20889,Queens,Entire home/apt,110,Very Popular,Less than 10 reviews,Short term rent is available
20890,Manhattan,Private room,160,Very Popular,Less than 10 reviews,Short term rent is available
20891,Manhattan,Entire home/apt,230,Very Popular,Less than 10 reviews,Short term rent is available
20892,Queens,Entire home/apt,120,Very Popular,Less than 10 reviews,Short term rent is available
20893,Queens,Entire home/apt,110,Very Affordable,Less than 50 reviews,Short term rent is available
20894,Brooklyn,Entire home/apt,80,Affordable,Less than 50 reviews,Short term rent is available
20895,Manhattan,Entire home/apt,199,Very Popular,Less than 50 reviews,Short term rent is available
20896,Manhattan,Entire home/apt,280,Popular,Less than 150 reviews,Short term rent is available
20897,Manhattan,Entire home/apt,140,Very Popular,Less than 10 reviews,Short term rent is available
20898,Brooklyn,Private room,50,Affordable,Less than 10 reviews,At least a week should be reserved
20899,Brooklyn,Entire home/apt,200,Very Popular,Less than 50 reviews,Short term rent is available
20900,Brooklyn,Entire home/apt,1095,Very Affordable,Less than 50 reviews,Short term rent is available
20901,Brooklyn,Private room,56,Very Popular,Less than 150 reviews,Short term rent is available
20902,Queens,Private room,80,Normal,Less than 50 reviews,Short term rent is available
20903,Brooklyn,Entire home/apt,99,Normal,Less than 50 reviews,Short term rent is available
20904,Brooklyn,Private room,65,Very Popular,Less than 10 reviews,Short term rent is available
20905,Brooklyn,Entire home/apt,199,Popular,Less than 10 reviews,Short term rent is available
20906,Queens,Private room,45,Very Popular,Less than 10 reviews,Short term rent is available
20907,Manhattan,Private room,69,Very Popular,Less than 10 reviews,At least more than 2 weeks should be reserved
20908,Brooklyn,Private room,65,Normal,Less than 50 reviews,Short term rent is available
20909,Brooklyn,Entire home/apt,249,Affordable,Less than 10 reviews,Short term rent is available
20910,Manhattan,Entire home/apt,220,Very Popular,Less than 10 reviews,Short term rent is available
20911,Brooklyn,Entire home/apt,95,Very Popular,Less than 10 reviews,Short term rent is available
20912,Brooklyn,Private room,34,Popular,Less than 10 reviews,Short term rent is available
20913,Brooklyn,Entire home/apt,190,Very Affordable,Less than 50 reviews,Short term rent is available
20914,Manhattan,Private room,85,Very Popular,Less than 50 reviews,Short term rent is available
20915,Brooklyn,Private room,38,Affordable,Less than 50 reviews,At least more than a month should be reserved
20916,Manhattan,Private room,58,Very Popular,Less than 10 reviews,Short term rent is available
20917,Manhattan,Entire home/apt,179,Very Affordable,Less than 150 reviews,Short term rent is available
20918,Queens,Private room,40,Affordable,Less than 150 reviews,Short term rent is available
20919,Brooklyn,Private room,45,Popular,Less than 50 reviews,At least a week should be reserved
20920,Manhattan,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
20921,Manhattan,Entire home/apt,200,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
20922,Manhattan,Entire home/apt,125,Very Popular,Less than 10 reviews,Short term rent is available
20923,Queens,Private room,50,Very Affordable,Less than 50 reviews,Short term rent is available
20924,Manhattan,Private room,70,Very Popular,Less than 300 reviews,Short term rent is available
20925,Manhattan,Private room,88,Very Popular,Less than 10 reviews,Short term rent is available
20926,Manhattan,Entire home/apt,122,Very Popular,Less than 10 reviews,Short term rent is available
20927,Brooklyn,Private room,50,Popular,Less than 50 reviews,Short term rent is available
20928,Queens,Shared room,60,Very Affordable,Less than 50 reviews,Short term rent is available
20929,Manhattan,Private room,60,Popular,Less than 300 reviews,Short term rent is available
20930,Brooklyn,Private room,53,Very Affordable,Less than 10 reviews,Short term rent is available
20931,Brooklyn,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
20932,Manhattan,Private room,75,Very Popular,Less than 10 reviews,Short term rent is available
20933,Brooklyn,Entire home/apt,129,Popular,Less than 50 reviews,Short term rent is available
20934,Brooklyn,Entire home/apt,250,Very Popular,Less than 50 reviews,At least a week should be reserved
20935,Manhattan,Private room,98,Very Popular,Less than 10 reviews,Short term rent is available
20936,Manhattan,Entire home/apt,99,Very Popular,Less than 50 reviews,Short term rent is available
20937,Queens,Entire home/apt,120,Very Popular,Less than 50 reviews,Short term rent is available
20938,Manhattan,Private room,120,Very Affordable,Less than 150 reviews,Short term rent is available
20939,Brooklyn,Private room,60,Very Popular,Less than 10 reviews,Short term rent is available
20940,Bronx,Private room,40,Popular,Less than 150 reviews,Short term rent is available
20941,Brooklyn,Private room,89,Very Affordable,Less than 10 reviews,Short term rent is available
20942,Queens,Entire home/apt,49,Very Popular,Less than 150 reviews,Short term rent is available
20943,Brooklyn,Private room,60,Popular,Less than 50 reviews,Short term rent is available
20944,Manhattan,Entire home/apt,500,Very Affordable,Less than 50 reviews,At least a week should be reserved
20945,Bronx,Private room,75,Very Affordable,Less than 150 reviews,Short term rent is available
20946,Brooklyn,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
20947,Manhattan,Entire home/apt,120,Very Popular,Less than 50 reviews,Short term rent is available
20948,Brooklyn,Entire home/apt,165,Very Popular,Less than 50 reviews,Short term rent is available
20949,Manhattan,Private room,72,Very Popular,Less than 10 reviews,Short term rent is available
20950,Manhattan,Entire home/apt,120,Very Popular,Less than 50 reviews,Short term rent is available
20951,Brooklyn,Entire home/apt,275,Popular,Less than 50 reviews,Short term rent is available
20952,Queens,Entire home/apt,130,Normal,Less than 150 reviews,Short term rent is available
20953,Staten Island,Entire home/apt,90,Affordable,Less than 10 reviews,Short term rent is available
20954,Staten Island,Entire home/apt,105,Very Affordable,Less than 50 reviews,Short term rent is available
20955,Manhattan,Entire home/apt,190,Affordable,Less than 10 reviews,At least more than a month should be reserved
20956,Manhattan,Entire home/apt,82,Very Popular,Less than 10 reviews,Short term rent is available
20957,Brooklyn,Private room,69,Affordable,Less than 10 reviews,Short term rent is available
20958,Manhattan,Private room,99,Very Popular,Less than 10 reviews,Short term rent is available
20959,Brooklyn,Private room,58,Very Popular,Less than 10 reviews,Short term rent is available
20960,Brooklyn,Entire home/apt,100,Popular,Less than 150 reviews,Short term rent is available
20961,Brooklyn,Entire home/apt,121,Affordable,Less than 50 reviews,At least a week should be reserved
20962,Brooklyn,Private room,95,Very Affordable,Less than 10 reviews,Short term rent is available
20963,Brooklyn,Entire home/apt,389,Popular,Less than 150 reviews,Short term rent is available
20964,Manhattan,Private room,75,Very Popular,Less than 50 reviews,Short term rent is available
20965,Brooklyn,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
20966,Brooklyn,Private room,35,Very Popular,Less than 10 reviews,Short term rent is available
20967,Brooklyn,Private room,45,Very Popular,Less than 10 reviews,Short term rent is available
20968,Staten Island,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
20969,Manhattan,Entire home/apt,190,Affordable,Less than 10 reviews,At least more than a month should be reserved
20970,Brooklyn,Entire home/apt,199,Popular,Less than 10 reviews,Short term rent is available
20971,Bronx,Private room,35,Very Affordable,Less than 50 reviews,Short term rent is available
20972,Queens,Private room,75,Very Affordable,Less than 50 reviews,Short term rent is available
20973,Queens,Private room,40,Very Popular,Less than 10 reviews,At least a week should be reserved
20974,Manhattan,Private room,99,Very Popular,Less than 50 reviews,Short term rent is available
20975,Brooklyn,Private room,75,Very Popular,Less than 10 reviews,Short term rent is available
20976,Queens,Private room,40,Very Affordable,Less than 150 reviews,Short term rent is available
20977,Brooklyn,Private room,91,Very Popular,Less than 10 reviews,Short term rent is available
20978,Brooklyn,Private room,55,Very Popular,Less than 10 reviews,At least more than a month should be reserved
20979,Manhattan,Private room,120,Very Popular,Less than 10 reviews,Short term rent is available
20980,Manhattan,Private room,69,Very Popular,Less than 50 reviews,At least more than 2 weeks should be reserved
20981,Manhattan,Private room,60,Very Popular,Less than 10 reviews,Short term rent is available
20982,Manhattan,Entire home/apt,333,Very Affordable,Less than 150 reviews,At least more than a month should be reserved
20983,Queens,Private room,50,Very Affordable,Less than 150 reviews,Short term rent is available
20984,Queens,Private room,60,Normal,Less than 150 reviews,Short term rent is available
20985,Queens,Entire home/apt,150,Very Affordable,Less than 10 reviews,Short term rent is available
20986,Brooklyn,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
20987,Brooklyn,Private room,89,Very Affordable,Less than 50 reviews,Short term rent is available
20988,Manhattan,Entire home/apt,135,Very Popular,Less than 10 reviews,Short term rent is available
20989,Queens,Entire home/apt,115,Very Affordable,Less than 150 reviews,Short term rent is available
20990,Queens,Entire home/apt,100,Very Affordable,Less than 10 reviews,At least a week should be reserved
20991,Manhattan,Private room,76,Very Popular,Less than 10 reviews,At least a week should be reserved
20992,Brooklyn,Entire home/apt,110,Very Popular,Less than 10 reviews,Short term rent is available
20993,Brooklyn,Private room,60,Very Popular,Less than 10 reviews,Short term rent is available
20994,Queens,Private room,40,Very Affordable,Less than 10 reviews,Short term rent is available
20995,Brooklyn,Private room,50,Very Popular,Less than 10 reviews,At least a week should be reserved
20996,Queens,Private room,49,Very Popular,Less than 50 reviews,Short term rent is available
20997,Manhattan,Entire home/apt,200,Very Popular,Less than 50 reviews,Short term rent is available
20998,Manhattan,Entire home/apt,65,Very Popular,Less than 10 reviews,Short term rent is available
20999,Brooklyn,Private room,68,Very Popular,Less than 10 reviews,Short term rent is available
21000,Queens,Private room,80,Very Popular,Less than 10 reviews,Short term rent is available
21001,Queens,Private room,50,Very Popular,Less than 10 reviews,Short term rent is available
21002,Queens,Private room,78,Very Affordable,Less than 150 reviews,Short term rent is available
21003,Brooklyn,Private room,65,Very Affordable,Less than 150 reviews,Short term rent is available
21004,Brooklyn,Private room,55,Very Affordable,Less than 150 reviews,Short term rent is available
21005,Manhattan,Private room,63,Very Affordable,Less than 150 reviews,Short term rent is available
21006,Queens,Private room,43,Very Affordable,Less than 150 reviews,Short term rent is available
21007,Manhattan,Private room,140,Very Popular,Less than 150 reviews,Short term rent is available
21008,Bronx,Entire home/apt,72,Normal,Less than 50 reviews,Short term rent is available
21009,Queens,Entire home/apt,199,Popular,Less than 150 reviews,Short term rent is available
21010,Brooklyn,Private room,90,Normal,Less than 150 reviews,Short term rent is available
21011,Queens,Private room,55,Very Affordable,Less than 150 reviews,Short term rent is available
21012,Brooklyn,Entire home/apt,120,Very Popular,Less than 10 reviews,Short term rent is available
21013,Brooklyn,Private room,80,Normal,Less than 150 reviews,Short term rent is available
21014,Manhattan,Private room,154,Very Popular,Less than 10 reviews,Short term rent is available
21015,Manhattan,Entire home/apt,175,Very Popular,Less than 10 reviews,At least a week should be reserved
21016,Manhattan,Entire home/apt,80,Very Popular,Less than 10 reviews,Short term rent is available
21017,Brooklyn,Private room,50,Very Popular,Less than 10 reviews,At least more than 2 weeks should be reserved
21018,Manhattan,Entire home/apt,125,Very Affordable,Less than 150 reviews,Short term rent is available
21019,Manhattan,Private room,174,Popular,Less than 50 reviews,Short term rent is available
21020,Brooklyn,Private room,40,Very Popular,Less than 10 reviews,Short term rent is available
21021,Bronx,Private room,45,Very Affordable,Less than 50 reviews,Short term rent is available
21022,Brooklyn,Private room,50,Very Popular,Less than 50 reviews,Short term rent is available
21023,Brooklyn,Entire home/apt,115,Popular,Less than 150 reviews,Short term rent is available
21024,Manhattan,Entire home/apt,130,Very Affordable,Less than 50 reviews,Short term rent is available
21025,Queens,Entire home/apt,63,Very Affordable,Less than 50 reviews,Short term rent is available
21026,Manhattan,Entire home/apt,275,Normal,Less than 150 reviews,Short term rent is available
21027,Manhattan,Entire home/apt,130,Very Affordable,Less than 50 reviews,Short term rent is available
21028,Manhattan,Entire home/apt,154,Very Popular,Less than 10 reviews,Short term rent is available
21029,Brooklyn,Private room,43,Very Popular,Less than 300 reviews,Short term rent is available
21030,Brooklyn,Shared room,225,Popular,Less than 10 reviews,Short term rent is available
21031,Brooklyn,Private room,60,Affordable,Less than 10 reviews,Short term rent is available
21032,Queens,Private room,60,Very Popular,Less than 10 reviews,Short term rent is available
21033,Manhattan,Entire home/apt,180,Very Popular,Less than 10 reviews,Short term rent is available
21034,Brooklyn,Private room,150,Normal,Less than 10 reviews,Short term rent is available
21035,Brooklyn,Entire home/apt,169,Very Popular,Less than 50 reviews,Short term rent is available
21036,Brooklyn,Entire home/apt,83,Very Affordable,Less than 50 reviews,Short term rent is available
21037,Queens,Private room,40,Very Affordable,Less than 150 reviews,Short term rent is available
21038,Queens,Private room,75,Very Popular,Less than 10 reviews,Short term rent is available
21039,Brooklyn,Entire home/apt,89,Very Popular,Less than 10 reviews,Short term rent is available
21040,Brooklyn,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
21041,Brooklyn,Entire home/apt,68,Very Affordable,Less than 50 reviews,At least more than a month should be reserved
21042,Manhattan,Entire home/apt,200,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
21043,Brooklyn,Entire home/apt,144,Very Popular,Less than 50 reviews,Short term rent is available
21044,Manhattan,Private room,75,Very Popular,Less than 10 reviews,Short term rent is available
21045,Brooklyn,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
21046,Manhattan,Private room,105,Popular,Less than 50 reviews,Short term rent is available
21047,Manhattan,Entire home/apt,350,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
21048,Brooklyn,Entire home/apt,150,Very Affordable,Less than 10 reviews,At least more than 2 weeks should be reserved
21049,Queens,Private room,98,Normal,Less than 150 reviews,Short term rent is available
21050,Brooklyn,Entire home/apt,122,Very Affordable,Less than 10 reviews,At least more than 2 weeks should be reserved
21051,Brooklyn,Private room,90,Very Popular,Less than 10 reviews,Short term rent is available
21052,Brooklyn,Entire home/apt,450,Very Popular,Less than 10 reviews,Short term rent is available
21053,Manhattan,Private room,185,Normal,Less than 150 reviews,Short term rent is available
21054,Queens,Private room,39,Very Affordable,Less than 300 reviews,Short term rent is available
21055,Queens,Private room,65,Normal,Less than 150 reviews,Short term rent is available
21056,Queens,Private room,60,Very Affordable,Less than 150 reviews,Short term rent is available
21057,Brooklyn,Entire home/apt,170,Very Affordable,Less than 150 reviews,Short term rent is available
21058,Brooklyn,Private room,60,Very Popular,Less than 50 reviews,Short term rent is available
21059,Manhattan,Entire home/apt,200,Very Popular,Less than 10 reviews,At least a week should be reserved
21060,Queens,Entire home/apt,50,Very Popular,Over 300 reviews,Short term rent is available
21061,Queens,Private room,50,Very Popular,Less than 10 reviews,Short term rent is available
21062,Manhattan,Entire home/apt,222,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
21063,Manhattan,Entire home/apt,175,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
21064,Brooklyn,Entire home/apt,90,Popular,Less than 150 reviews,Short term rent is available
21065,Brooklyn,Entire home/apt,196,Affordable,Less than 150 reviews,Short term rent is available
21066,Manhattan,Entire home/apt,170,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
21067,Queens,Private room,70,Popular,Less than 150 reviews,Short term rent is available
21068,Manhattan,Entire home/apt,899,Affordable,Less than 10 reviews,Short term rent is available
21069,Queens,Private room,78,Popular,Less than 150 reviews,Short term rent is available
21070,Manhattan,Entire home/apt,399,Very Popular,Less than 10 reviews,Short term rent is available
21071,Manhattan,Entire home/apt,120,Very Popular,Less than 10 reviews,Short term rent is available
21072,Brooklyn,Private room,55,Very Popular,Less than 10 reviews,Short term rent is available
21073,Brooklyn,Entire home/apt,95,Very Popular,Less than 10 reviews,Short term rent is available
21074,Queens,Private room,70,Very Popular,Less than 10 reviews,Short term rent is available
21075,Brooklyn,Private room,60,Popular,Less than 10 reviews,Short term rent is available
21076,Brooklyn,Private room,45,Very Popular,Less than 50 reviews,Short term rent is available
21077,Brooklyn,Entire home/apt,120,Very Affordable,Less than 50 reviews,Short term rent is available
21078,Staten Island,Private room,37,Very Affordable,Less than 50 reviews,Short term rent is available
21079,Brooklyn,Entire home/apt,125,Very Popular,Less than 10 reviews,Short term rent is available
21080,Brooklyn,Private room,50,Very Popular,Less than 150 reviews,Short term rent is available
21081,Brooklyn,Entire home/apt,75,Very Popular,Less than 10 reviews,Short term rent is available
21082,Manhattan,Entire home/apt,80,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
21083,Brooklyn,Private room,60,Very Popular,Less than 10 reviews,Short term rent is available
21084,Manhattan,Private room,68,Very Affordable,Less than 50 reviews,Short term rent is available
21085,Brooklyn,Entire home/apt,300,Popular,Less than 10 reviews,Short term rent is available
21086,Brooklyn,Private room,75,Very Popular,Less than 10 reviews,Short term rent is available
21087,Queens,Private room,89,Very Affordable,Less than 10 reviews,Short term rent is available
21088,Queens,Private room,62,Very Affordable,Less than 150 reviews,Short term rent is available
21089,Brooklyn,Entire home/apt,100,Normal,Less than 150 reviews,Short term rent is available
21090,Manhattan,Entire home/apt,300,Very Popular,Less than 50 reviews,Short term rent is available
21091,Brooklyn,Entire home/apt,83,Very Popular,Less than 150 reviews,Short term rent is available
21092,Brooklyn,Private room,60,Very Popular,Less than 10 reviews,Short term rent is available
21093,Brooklyn,Private room,30,Very Popular,Less than 10 reviews,Short term rent is available
21094,Queens,Entire home/apt,118,Popular,Less than 150 reviews,Short term rent is available
21095,Brooklyn,Entire home/apt,150,Very Popular,Less than 10 reviews,Short term rent is available
21096,Brooklyn,Private room,92,Popular,Less than 50 reviews,Short term rent is available
21097,Brooklyn,Entire home/apt,99,Very Affordable,Less than 150 reviews,Short term rent is available
21098,Brooklyn,Entire home/apt,124,Very Popular,Less than 10 reviews,Short term rent is available
21099,Queens,Private room,45,Normal,Less than 50 reviews,Short term rent is available
21100,Brooklyn,Entire home/apt,175,Very Popular,Less than 10 reviews,Short term rent is available
21101,Manhattan,Entire home/apt,147,Popular,Less than 150 reviews,Short term rent is available
21102,Brooklyn,Entire home/apt,75,Popular,Less than 10 reviews,Short term rent is available
21103,Queens,Entire home/apt,99,Very Affordable,Less than 150 reviews,Short term rent is available
21104,Queens,Entire home/apt,120,Very Popular,Less than 10 reviews,Short term rent is available
21105,Brooklyn,Private room,47,Very Popular,Less than 10 reviews,Short term rent is available
21106,Brooklyn,Entire home/apt,157,Very Affordable,Less than 150 reviews,Short term rent is available
21107,Brooklyn,Private room,80,Affordable,Less than 10 reviews,At least a week should be reserved
21108,Brooklyn,Private room,69,Very Popular,Less than 10 reviews,Short term rent is available
21109,Brooklyn,Entire home/apt,250,Very Affordable,Less than 150 reviews,Short term rent is available
21110,Manhattan,Entire home/apt,175,Popular,Less than 50 reviews,Short term rent is available
21111,Bronx,Private room,45,Very Affordable,Less than 50 reviews,Short term rent is available
21112,Manhattan,Entire home/apt,80,Very Popular,Less than 50 reviews,Short term rent is available
21113,Brooklyn,Entire home/apt,217,Very Popular,Less than 50 reviews,Short term rent is available
21114,Manhattan,Entire home/apt,129,Very Popular,Less than 50 reviews,Short term rent is available
21115,Manhattan,Entire home/apt,199,Very Popular,Less than 50 reviews,Short term rent is available
21116,Brooklyn,Entire home/apt,195,Very Popular,Less than 10 reviews,Short term rent is available
